flight_id,flight_date,aircraft_registration,route_id,origin,destination,left_engine_serial_number,right_engine_serial_number,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,flight_duration_min,block_hours,air_hours,flight_cycles,weather,delay_minutes,flight_status
6829,2025-08-20,VT-JAA024,R032,CCU,BBI,ESN700049,ESN700050,2025-08-20 21:00:00,2025-08-20 22:14:00,2025-08-20 21:55:00,2025-08-20 23:09:00,55,0.9166666666666666,0.9166666666666666,1,CLOUDY,74,COMPLETED
6830,2025-02-02,VT-JAA002,R050,MAA,CMB,ESN700003,ESN700005,2025-02-02 01:00:00,2025-02-02 01:00:00,2025-02-02 02:15:00,2025-02-02 02:15:00,75,1.25,1.25,1,RAIN,0,COMPLETED
6831,2025-03-20,VT-JAA002,R029,MAA,GOX,ESN700003,ESN700005,2025-03-20 21:00:00,2025-03-20 22:56:00,2025-03-20 22:30:00,2025-03-21 00:26:00,90,1.5,1.5,1,STORM,116,COMPLETED
6832,2025-02-04,VT-JAA016,R046,DEL,DXB,ESN700034,ESN700037,2025-02-04 16:00:00,2025-02-04 17:48:00,2025-02-04 19:30:00,2025-02-04 21:18:00,210,3.5,3.5,1,CLOUDY,108,DELAYED
6833,2025-04-20,VT-JAA024,R030,MAA,IXM,ESN700049,ESN700050,2025-04-20 10:00:00,2025-04-20 11:29:00,2025-04-20 10:50:00,2025-04-20 12:19:00,50,0.8333333333333334,0.8333333333333334,1,CLEAR,89,COMPLETED
6834,2025-11-17,VT-JAA001,R018,BLR,COK,ESN700001,ESN700002,2025-11-17 01:00:00,2025-11-17 01:00:00,2025-11-17 01:55:00,2025-11-17 01:55:00,55,0.9166666666666666,0.9166666666666666,1,CLEAR,0,DELAYED
6835,2025-03-04,VT-JAA029,R013,BOM,GOX,ESN700057,ESN700058,2025-03-04 18:00:00,2025-03-04 19:21:00,2025-03-04 19:00:00,2025-03-04 20:21:00,60,1.0,1.0,1,CLEAR,81,DELAYED
6836,2025-11-24,VT-JAA020,R043,DEL,KTM,ESN700041,ESN700042,2025-11-24 04:00:00,2025-11-24 04:00:00,2025-11-24 05:30:00,2025-11-24 05:30:00,90,1.5,1.5,1,FOG,0,COMPLETED
6837,2025-10-24,VT-JAA002,R021,HYD,MAA,ESN700003,ESN700005,2025-10-24 16:00:00,2025-10-24 16:00:00,2025-10-24 17:00:00,2025-10-24 17:00:00,60,1.0,1.0,1,CLEAR,0,COMPLETED
6838,2025-06-27,VT-JAA021,R030,MAA,IXM,ESN700043,ESN700044,2025-06-27 15:00:00,2025-06-27 15:10:00,2025-06-27 15:50:00,2025-06-27 16:00:00,50,0.8333333333333334,0.8333333333333334,1,CLEAR,10,COMPLETED
6839,2025-12-30,VT-JAA027,R021,HYD,MAA,ESN700055,ESN700056,2025-12-30 12:00:00,2025-12-30 13:52:00,2025-12-30 13:00:00,2025-12-30 14:52:00,60,1.0,1.0,1,RAIN,112,DELAYED
6840,2025-08-20,VT-JAA018,R048,BLR,SIN,ESN700038,ESN700040,2025-08-20 12:00:00,2025-08-20 12:56:00,2025-08-20 16:15:00,2025-08-20 17:11:00,255,4.25,4.25,1,RAIN,56,DELAYED
6841,2025-04-14,VT-JAA007,R055,HYD,DXB,ESN700016,ESN700018,2025-04-14 12:00:00,2025-04-14 13:40:00,2025-04-14 15:40:00,2025-04-14 17:20:00,220,3.6666666666666665,3.6666666666666665,1,FOG,100,COMPLETED
6842,2025-10-21,VT-JAA014,R017,BLR,MAA,ESN700030,ESN700031,2025-10-21 04:00:00,2025-10-21 04:00:00,2025-10-21 04:50:00,2025-10-21 04:50:00,50,0.8333333333333334,0.8333333333333334,1,RAIN,0,COMPLETED
6843,2025-02-04,VT-JAA018,R040,MAA,CMB,ESN700038,ESN700040,2025-02-04 04:00:00,2025-02-04 04:28:00,2025-02-04 05:15:00,2025-02-04 05:43:00,75,1.25,1.25,1,CLOUDY,28,DELAYED
6844,2025-07-13,VT-JAA025,R019,BLR,GOX,ESN700051,ESN700052,2025-07-13 19:00:00,2025-07-13 19:00:00,2025-07-13 20:00:00,2025-07-13 20:00:00,60,1.0,1.0,1,CLEAR,0,COMPLETED
6845,2025-06-23,VT-JAA004,R052,CCU,DAC,ESN700010,ESN700011,2025-06-23 18:00:00,2025-06-23 18:00:00,2025-06-23 18:45:00,2025-06-23 18:45:00,45,0.75,0.75,1,CLOUDY,0,COMPLETED
6846,2025-04-12,VT-JAA022,R015,BOM,PNQ,ESN700045,ESN700046,2025-04-12 06:00:00,2025-04-12 06:00:00,2025-04-12 06:40:00,2025-04-12 06:40:00,40,0.6666666666666666,0.6666666666666666,1,FOG,0,DELAYED
6847,2025-11-20,VT-JAA021,R009,BOM,BLR,ESN700043,ESN700044,2025-11-20 10:00:00,2025-11-20 10:00:00,2025-11-20 11:35:00,2025-11-20 11:35:00,95,1.5833333333333333,1.5833333333333333,1,CLOUDY,0,COMPLETED
6848,2025-10-20,VT-JAA007,R052,CCU,DAC,ESN700016,ESN700018,2025-10-20 22:00:00,2025-10-20 22:00:00,2025-10-20 22:45:00,2025-10-20 22:45:00,45,0.75,0.75,1,CLOUDY,0,COMPLETED
6849,2025-03-26,VT-JAA010,R010,BOM,HYD,ESN700024,ESN700025,2025-03-26 00:00:00,2025-03-26 00:00:00,2025-03-26 01:20:00,2025-03-26 01:20:00,80,1.3333333333333333,1.3333333333333333,1,CLOUDY,0,DELAYED
6850,2025-07-20,VT-JAA016,R044,BOM,MCT,ESN700034,ESN700037,2025-07-20 06:00:00,2025-07-20 06:00:00,2025-07-20 08:30:00,2025-07-20 08:30:00,150,2.5,2.5,1,RAIN,0,DELAYED
6851,2025-06-22,VT-JAA004,R031,CCU,GAU,ESN700010,ESN700011,2025-06-22 02:00:00,2025-06-22 02:00:00,2025-06-22 03:00:00,2025-06-22 03:00:00,60,1.0,1.0,1,CLEAR,0,COMPLETED
6852,2025-01-29,VT-JAA021,R053,DEL,KTM,ESN700043,ESN700044,2025-01-29 12:00:00,2025-01-29 12:00:00,2025-01-29 13:30:00,2025-01-29 13:30:00,90,1.5,1.5,1,CLOUDY,0,DELAYED
6853,2025-10-24,VT-JAA022,R023,HYD,VGA,ESN700045,ESN700046,2025-10-24 02:00:00,2025-10-24 02:00:00,2025-10-24 02:40:00,2025-10-24 02:40:00,40,0.6666666666666666,0.6666666666666666,1,STORM,0,COMPLETED
6854,2025-02-25,VT-JAA004,R052,CCU,DAC,ESN700010,ESN700011,2025-02-25 05:00:00,2025-02-25 06:28:00,2025-02-25 05:45:00,2025-02-25 07:13:00,45,0.75,0.75,1,CLEAR,88,COMPLETED
6855,2025-01-16,VT-JAA021,R030,MAA,IXM,ESN700043,ESN700044,2025-01-16 21:00:00,2025-01-16 21:35:00,2025-01-16 21:50:00,2025-01-16 22:25:00,50,0.8333333333333334,0.8333333333333334,1,CLEAR,35,DELAYED
6856,2025-05-20,VT-JAA002,R033,CCU,PAT,ESN700003,ESN700005,2025-05-20 14:00:00,2025-05-20 15:37:00,2025-05-20 15:00:00,2025-05-20 16:37:00,60,1.0,1.0,1,STORM,97,COMPLETED
6857,2025-03-07,VT-JAA025,R057,CCU,BKK,ESN700051,ESN700052,2025-03-07 03:00:00,2025-03-07 03:00:00,2025-03-07 05:25:00,2025-03-07 05:25:00,145,2.4166666666666665,2.4166666666666665,1,FOG,0,COMPLETED
6858,2025-05-27,VT-JAA030,R052,CCU,DAC,ESN700059,ESN700060,2025-05-27 04:00:00,2025-05-27 04:00:00,2025-05-27 04:45:00,2025-05-27 04:45:00,45,0.75,0.75,1,FOG,0,DELAYED
6859,2025-06-07,VT-JAA016,R009,BOM,BLR,ESN700034,ESN700037,2025-06-07 02:00:00,2025-06-07 03:02:00,2025-06-07 03:35:00,2025-06-07 04:37:00,95,1.5833333333333333,1.5833333333333333,1,CLEAR,62,CANCELLED
6860,2025-03-10,VT-JAA003,R054,BOM,MCT,ESN700006,ESN700008,2025-03-10 18:00:00,2025-03-10 18:00:00,2025-03-10 20:30:00,2025-03-10 20:30:00,150,2.5,2.5,1,RAIN,0,COMPLETED
6861,2025-01-23,VT-JAA026,R047,BOM,DXB,ESN700053,ESN700054,2025-01-23 20:00:00,2025-01-23 20:00:00,2025-01-23 23:00:00,2025-01-23 23:00:00,180,3.0,3.0,1,FOG,0,DELAYED
6862,2025-07-09,VT-JAA013,R001,DEL,BOM,ESN700028,ESN700029,2025-07-09 15:00:00,2025-07-09 15:00:00,2025-07-09 17:05:00,2025-07-09 17:05:00,125,2.0833333333333335,2.0833333333333335,1,FOG,0,DELAYED
6863,2025-09-05,VT-JAA023,R044,BOM,MCT,ESN700047,ESN700048,2025-09-05 16:00:00,2025-09-05 16:56:00,2025-09-05 18:30:00,2025-09-05 19:26:00,150,2.5,2.5,1,CLOUDY,56,COMPLETED
6864,2025-11-05,VT-JAA003,R035,CCU,VTZ,ESN700006,ESN700008,2025-11-05 08:00:00,2025-11-05 08:00:00,2025-11-05 09:30:00,2025-11-05 09:30:00,90,1.5,1.5,1,CLOUDY,0,DELAYED
6865,2025-05-25,VT-JAA001,R011,BOM,MAA,ESN700001,ESN700002,2025-05-25 21:00:00,2025-05-25 21:00:00,2025-05-25 22:55:00,2025-05-25 22:55:00,115,1.9166666666666667,1.9166666666666667,1,FOG,0,COMPLETED
6866,2025-11-01,VT-JAA029,R034,CCU,DEL,ESN700057,ESN700058,2025-11-01 08:00:00,2025-11-01 09:26:00,2025-11-01 10:10:00,2025-11-01 11:36:00,130,2.1666666666666665,2.1666666666666665,1,RAIN,86,COMPLETED
6867,2025-06-26,VT-JAA014,R016,BLR,HYD,ESN700030,ESN700031,2025-06-26 13:00:00,2025-06-26 13:00:00,2025-06-26 14:00:00,2025-06-26 14:00:00,60,1.0,1.0,1,CLOUDY,0,COMPLETED
6868,2025-07-14,VT-JAA005,R009,BOM,BLR,ESN700012,ESN700013,2025-07-14 22:00:00,2025-07-14 22:05:00,2025-07-14 23:35:00,2025-07-14 23:40:00,95,1.5833333333333333,1.5833333333333333,1,RAIN,5,DELAYED
6869,2025-01-13,VT-JAA003,R032,CCU,BBI,ESN700006,ESN700008,2025-01-13 10:00:00,2025-01-13 10:00:00,2025-01-13 10:55:00,2025-01-13 10:55:00,55,0.9166666666666666,0.9166666666666666,1,CLEAR,0,COMPLETED
6870,2025-12-30,VT-JAA014,R015,BOM,PNQ,ESN700030,ESN700031,2025-12-30 09:00:00,2025-12-30 09:00:00,2025-12-30 09:40:00,2025-12-30 09:40:00,40,0.6666666666666666,0.6666666666666666,1,RAIN,0,COMPLETED
6871,2025-06-15,VT-JAA001,R012,BOM,CCU,ESN700001,ESN700002,2025-06-15 22:00:00,2025-06-15 22:00:00,2025-06-16 00:40:00,2025-06-16 00:40:00,160,2.6666666666666665,2.6666666666666665,1,CLOUDY,0,COMPLETED
6872,2025-05-30,VT-JAA020,R033,CCU,PAT,ESN700041,ESN700042,2025-05-30 04:00:00,2025-05-30 05:32:00,2025-05-30 05:00:00,2025-05-30 06:32:00,60,1.0,1.0,1,STORM,92,DELAYED
6873,2025-12-07,VT-JAA009,R045,HYD,DXB,ESN700021,ESN700022,2025-12-07 22:00:00,2025-12-07 23:55:00,2025-12-08 01:40:00,2025-12-08 03:35:00,220,3.6666666666666665,3.6666666666666665,1,RAIN,115,DELAYED
6874,2025-02-14,VT-JAA030,R014,BOM,AMD,ESN700059,ESN700060,2025-02-14 03:00:00,2025-02-14 04:02:00,2025-02-14 04:00:00,2025-02-14 05:02:00,60,1.0,1.0,1,FOG,62,COMPLETED
6875,2025-06-23,VT-JAA002,R057,CCU,BKK,ESN700003,ESN700005,2025-06-23 10:00:00,2025-06-23 10:00:00,2025-06-23 12:25:00,2025-06-23 12:25:00,145,2.4166666666666665,2.4166666666666665,1,RAIN,0,COMPLETED
6876,2025-06-16,VT-JAA020,R057,CCU,BKK,ESN700041,ESN700042,2025-06-16 05:00:00,2025-06-16 05:48:00,2025-06-16 07:25:00,2025-06-16 08:13:00,145,2.4166666666666665,2.4166666666666665,1,RAIN,48,COMPLETED
6877,2025-07-16,VT-JAA023,R008,DEL,COK,ESN700047,ESN700048,2025-07-16 01:00:00,2025-07-16 02:19:00,2025-07-16 04:10:00,2025-07-16 05:29:00,190,3.1666666666666665,3.1666666666666665,1,RAIN,79,COMPLETED
6878,2025-07-25,VT-JAA004,R008,DEL,COK,ESN700010,ESN700011,2025-07-25 02:00:00,2025-07-25 02:00:00,2025-07-25 05:10:00,2025-07-25 05:10:00,190,3.1666666666666665,3.1666666666666665,1,FOG,0,COMPLETED
6879,2025-03-23,VT-JAA001,R027,MAA,TRV,ESN700001,ESN700002,2025-03-23 17:00:00,2025-03-23 17:00:00,2025-03-23 18:05:00,2025-03-23 18:05:00,65,1.0833333333333333,1.0833333333333333,1,RAIN,0,COMPLETED
6880,2025-03-09,VT-JAA011,R012,BOM,CCU,ESN700026,ESN700027,2025-03-09 17:00:00,2025-03-09 17:00:00,2025-03-09 19:40:00,2025-03-09 19:40:00,160,2.6666666666666665,2.6666666666666665,1,STORM,0,COMPLETED
6881,2025-04-07,VT-JAA011,R001,DEL,BOM,ESN700026,ESN700027,2025-04-07 06:00:00,2025-04-07 06:00:00,2025-04-07 08:05:00,2025-04-07 08:05:00,125,2.0833333333333335,2.0833333333333335,1,FOG,0,COMPLETED
6882,2025-06-16,VT-JAA027,R043,DEL,KTM,ESN700055,ESN700056,2025-06-16 20:00:00,2025-06-16 21:18:00,2025-06-16 21:30:00,2025-06-16 22:48:00,90,1.5,1.5,1,STORM,78,COMPLETED
6883,2025-03-18,VT-JAA007,R040,MAA,CMB,ESN700016,ESN700018,2025-03-18 12:00:00,2025-03-18 12:00:00,2025-03-18 13:15:00,2025-03-18 13:15:00,75,1.25,1.25,1,STORM,0,COMPLETED
6884,2025-08-25,VT-JAA018,R042,CCU,DAC,ESN700038,ESN700040,2025-08-25 12:00:00,2025-08-25 13:28:00,2025-08-25 12:45:00,2025-08-25 14:13:00,45,0.75,0.75,1,STORM,88,DELAYED
6885,2025-07-15,VT-JAA011,R051,COK,DXB,ESN700026,ESN700027,2025-07-15 05:00:00,2025-07-15 06:58:00,2025-07-15 09:00:00,2025-07-15 10:58:00,240,4.0,4.0,1,FOG,118,DELAYED
6886,2025-10-18,VT-JAA002,R011,BOM,MAA,ESN700003,ESN700005,2025-10-18 02:00:00,2025-10-18 02:00:00,2025-10-18 03:55:00,2025-10-18 03:55:00,115,1.9166666666666667,1.9166666666666667,1,CLOUDY,0,DELAYED
6887,2025-05-16,VT-JAA011,R039,HYD,AUH,ESN700026,ESN700027,2025-05-16 09:00:00,2025-05-16 09:00:00,2025-05-16 12:45:00,2025-05-16 12:45:00,225,3.75,3.75,1,FOG,0,COMPLETED
6888,2025-11-04,VT-JAA016,R043,DEL,KTM,ESN700034,ESN700037,2025-11-04 20:00:00,2025-11-04 20:54:00,2025-11-04 21:30:00,2025-11-04 22:24:00,90,1.5,1.5,1,RAIN,54,DELAYED
6889,2025-10-23,VT-JAA025,R031,CCU,GAU,ESN700051,ESN700052,2025-10-23 04:00:00,2025-10-23 04:00:00,2025-10-23 05:00:00,2025-10-23 05:00:00,60,1.0,1.0,1,STORM,0,COMPLETED
6890,2025-02-05,VT-JAA025,R017,BLR,MAA,ESN700051,ESN700052,2025-02-05 10:00:00,2025-02-05 10:00:00,2025-02-05 10:50:00,2025-02-05 10:50:00,50,0.8333333333333334,0.8333333333333334,1,RAIN,0,DELAYED
6891,2025-09-05,VT-JAA029,R033,CCU,PAT,ESN700057,ESN700058,2025-09-05 03:00:00,2025-09-05 03:00:00,2025-09-05 04:00:00,2025-09-05 04:00:00,60,1.0,1.0,1,STORM,0,COMPLETED
6892,2025-09-11,VT-JAA015,R032,CCU,BBI,ESN700032,ESN700033,2025-09-11 09:00:00,2025-09-11 09:00:00,2025-09-11 09:55:00,2025-09-11 09:55:00,55,0.9166666666666666,0.9166666666666666,1,STORM,0,DELAYED
6893,2025-08-02,VT-JAA013,R058,MAA,KUL,ESN700028,ESN700029,2025-08-02 03:00:00,2025-08-02 04:33:00,2025-08-02 06:50:00,2025-08-02 08:23:00,230,3.8333333333333335,3.8333333333333335,1,RAIN,93,DELAYED
6894,2025-09-09,VT-JAA005,R029,MAA,GOX,ESN700012,ESN700013,2025-09-09 12:00:00,2025-09-09 12:00:00,2025-09-09 13:30:00,2025-09-09 13:30:00,90,1.5,1.5,1,CLEAR,0,COMPLETED
6895,2025-03-11,VT-JAA030,R021,HYD,MAA,ESN700059,ESN700060,2025-03-11 07:00:00,2025-03-11 07:06:00,2025-03-11 08:00:00,2025-03-11 08:06:00,60,1.0,1.0,1,STORM,6,COMPLETED
6896,2025-08-22,VT-JAA015,R021,HYD,MAA,ESN700032,ESN700033,2025-08-22 05:00:00,2025-08-22 05:00:00,2025-08-22 06:00:00,2025-08-22 06:00:00,60,1.0,1.0,1,CLEAR,0,DELAYED
6897,2025-11-25,VT-JAA001,R040,MAA,CMB,ESN700001,ESN700002,2025-11-25 10:00:00,2025-11-25 10:00:00,2025-11-25 11:15:00,2025-11-25 11:15:00,75,1.25,1.25,1,FOG,0,COMPLETED
6898,2025-01-16,VT-JAA029,R023,HYD,VGA,ESN700057,ESN700058,2025-01-16 01:00:00,2025-01-16 01:25:00,2025-01-16 01:40:00,2025-01-16 02:05:00,40,0.6666666666666666,0.6666666666666666,1,STORM,25,DELAYED
6899,2025-06-23,VT-JAA004,R056,DEL,BKK,ESN700010,ESN700011,2025-06-23 17:00:00,2025-06-23 17:00:00,2025-06-23 21:10:00,2025-06-23 21:10:00,250,4.166666666666667,4.166666666666667,1,STORM,0,DELAYED
6900,2025-07-06,VT-JAA016,R006,DEL,AMD,ESN700034,ESN700037,2025-07-06 17:00:00,2025-07-06 17:33:00,2025-07-06 18:30:00,2025-07-06 19:03:00,90,1.5,1.5,1,FOG,33,DELAYED
6901,2025-10-21,VT-JAA023,R022,HYD,VTZ,ESN700047,ESN700048,2025-10-21 21:00:00,2025-10-21 21:00:00,2025-10-21 22:00:00,2025-10-21 22:00:00,60,1.0,1.0,1,RAIN,0,DELAYED
6902,2025-08-13,VT-JAA002,R050,MAA,CMB,ESN700003,ESN700005,2025-08-13 11:00:00,2025-08-13 11:00:00,2025-08-13 12:15:00,2025-08-13 12:15:00,75,1.25,1.25,1,RAIN,0,COMPLETED
6903,2025-10-01,VT-JAA014,R038,BLR,SIN,ESN700030,ESN700031,2025-10-01 16:00:00,2025-10-01 17:57:00,2025-10-01 20:15:00,2025-10-01 22:12:00,255,4.25,4.25,1,CLEAR,117,COMPLETED
6904,2025-01-12,VT-JAA027,R037,BOM,DXB,ESN700055,ESN700056,2025-01-12 18:00:00,2025-01-12 18:00:00,2025-01-12 21:00:00,2025-01-12 21:00:00,180,3.0,3.0,1,FOG,0,COMPLETED
6905,2025-11-06,VT-JAA004,R045,HYD,DXB,ESN700010,ESN700011,2025-11-06 16:00:00,2025-11-06 17:43:00,2025-11-06 19:40:00,2025-11-06 21:23:00,220,3.6666666666666665,3.6666666666666665,1,STORM,103,DELAYED
6906,2025-08-07,VT-JAA023,R051,COK,DXB,ESN700047,ESN700048,2025-08-07 03:00:00,2025-08-07 04:16:00,2025-08-07 07:00:00,2025-08-07 08:16:00,240,4.0,4.0,1,CLEAR,76,COMPLETED
6907,2025-01-01,VT-JAA009,R054,BOM,MCT,ESN700021,ESN700022,2025-01-01 16:00:00,2025-01-01 17:32:00,2025-01-01 18:30:00,2025-01-01 20:02:00,150,2.5,2.5,1,RAIN,92,COMPLETED
6908,2025-04-21,VT-JAA011,R008,DEL,COK,ESN700026,ESN700027,2025-04-21 15:00:00,2025-04-21 15:00:00,2025-04-21 18:10:00,2025-04-21 18:10:00,190,3.1666666666666665,3.1666666666666665,1,STORM,0,COMPLETED
6909,2025-10-04,VT-JAA002,R041,COK,DXB,ESN700003,ESN700005,2025-10-04 08:00:00,2025-10-04 08:00:00,2025-10-04 12:00:00,2025-10-04 12:00:00,240,4.0,4.0,1,RAIN,0,COMPLETED
6910,2025-05-09,VT-JAA004,R049,HYD,AUH,ESN700010,ESN700011,2025-05-09 10:00:00,2025-05-09 11:56:00,2025-05-09 13:45:00,2025-05-09 15:41:00,225,3.75,3.75,1,CLEAR,116,DELAYED
6911,2025-04-03,VT-JAA018,R035,CCU,VTZ,ESN700038,ESN700040,2025-04-03 11:00:00,2025-04-03 11:00:00,2025-04-03 12:30:00,2025-04-03 12:30:00,90,1.5,1.5,1,RAIN,0,COMPLETED
6912,2025-02-08,VT-JAA022,R051,COK,DXB,ESN700045,ESN700046,2025-02-08 10:00:00,2025-02-08 11:58:00,2025-02-08 14:00:00,2025-02-08 15:58:00,240,4.0,4.0,1,RAIN,118,COMPLETED
6913,2025-11-12,VT-JAA001,R011,BOM,MAA,ESN700001,ESN700002,2025-11-12 12:00:00,2025-11-12 12:00:00,2025-11-12 13:55:00,2025-11-12 13:55:00,115,1.9166666666666667,1.9166666666666667,1,FOG,0,DELAYED
6914,2025-06-08,VT-JAA003,R024,HYD,CCU,ESN700006,ESN700008,2025-06-08 21:00:00,2025-06-08 21:00:00,2025-06-08 23:00:00,2025-06-08 23:00:00,120,2.0,2.0,1,CLEAR,0,DELAYED
6915,2025-07-05,VT-JAA001,R049,HYD,AUH,ESN700001,ESN700002,2025-07-05 07:00:00,2025-07-05 07:23:00,2025-07-05 10:45:00,2025-07-05 11:08:00,225,3.75,3.75,1,STORM,23,COMPLETED
6916,2025-12-19,VT-JAA025,R021,HYD,MAA,ESN700051,ESN700052,2025-12-19 13:00:00,2025-12-19 13:00:00,2025-12-19 14:00:00,2025-12-19 14:00:00,60,1.0,1.0,1,RAIN,0,COMPLETED
6917,2025-09-13,VT-JAA027,R051,COK,DXB,ESN700055,ESN700056,2025-09-13 17:00:00,2025-09-13 17:00:00,2025-09-13 21:00:00,2025-09-13 21:00:00,240,4.0,4.0,1,RAIN,0,COMPLETED
6918,2025-08-27,VT-JAA026,R002,DEL,BLR,ESN700053,ESN700054,2025-08-27 13:00:00,2025-08-27 13:00:00,2025-08-27 15:50:00,2025-08-27 15:50:00,170,2.8333333333333335,2.8333333333333335,1,CLOUDY,0,DELAYED
6919,2025-04-14,VT-JAA016,R040,MAA,CMB,ESN700034,ESN700037,2025-04-14 15:00:00,2025-04-14 16:46:00,2025-04-14 16:15:00,2025-04-14 18:01:00,75,1.25,1.25,1,CLEAR,106,COMPLETED
6920,2025-01-29,VT-JAA018,R019,BLR,GOX,ESN700038,ESN700040,2025-01-29 14:00:00,2025-01-29 14:00:00,2025-01-29 15:00:00,2025-01-29 15:00:00,60,1.0,1.0,1,CLEAR,0,COMPLETED
6921,2025-03-30,VT-JAA015,R039,HYD,AUH,ESN700032,ESN700033,2025-03-30 21:00:00,2025-03-30 21:19:00,2025-03-31 00:45:00,2025-03-31 01:04:00,225,3.75,3.75,1,STORM,19,COMPLETED
6922,2025-02-20,VT-JAA014,R028,MAA,CCU,ESN700030,ESN700031,2025-02-20 19:00:00,2025-02-20 19:00:00,2025-02-20 21:10:00,2025-02-20 21:10:00,130,2.1666666666666665,2.1666666666666665,1,FOG,0,DELAYED
6923,2025-12-30,VT-JAA023,R059,BLR,CMB,ESN700047,ESN700048,2025-12-30 06:00:00,2025-12-30 06:00:00,2025-12-30 07:25:00,2025-12-30 07:25:00,85,1.4166666666666667,1.4166666666666667,1,STORM,0,COMPLETED
6924,2025-05-27,VT-JAA002,R017,BLR,MAA,ESN700003,ESN700005,2025-05-27 07:00:00,2025-05-27 07:00:00,2025-05-27 07:50:00,2025-05-27 07:50:00,50,0.8333333333333334,0.8333333333333334,1,CLEAR,0,CANCELLED
6925,2025-11-10,VT-JAA003,R006,DEL,AMD,ESN700006,ESN700008,2025-11-10 05:00:00,2025-11-10 05:00:00,2025-11-10 06:30:00,2025-11-10 06:30:00,90,1.5,1.5,1,RAIN,0,COMPLETED
6926,2025-02-05,VT-JAA004,R019,BLR,GOX,ESN700010,ESN700011,2025-02-05 12:00:00,2025-02-05 13:53:00,2025-02-05 13:00:00,2025-02-05 14:53:00,60,1.0,1.0,1,FOG,113,DELAYED
6927,2025-10-11,VT-JAA011,R056,DEL,BKK,ESN700026,ESN700027,2025-10-11 16:00:00,2025-10-11 16:00:00,2025-10-11 20:10:00,2025-10-11 20:10:00,250,4.166666666666667,4.166666666666667,1,FOG,0,COMPLETED
6928,2025-04-11,VT-JAA014,R038,BLR,SIN,ESN700030,ESN700031,2025-04-11 07:00:00,2025-04-11 07:00:00,2025-04-11 11:15:00,2025-04-11 11:15:00,255,4.25,4.25,1,CLEAR,0,DELAYED
6929,2025-04-17,VT-JAA027,R028,MAA,CCU,ESN700055,ESN700056,2025-04-17 10:00:00,2025-04-17 10:00:00,2025-04-17 12:10:00,2025-04-17 12:10:00,130,2.1666666666666665,2.1666666666666665,1,CLEAR,0,DELAYED
6930,2025-12-11,VT-JAA026,R002,DEL,BLR,ESN700053,ESN700054,2025-12-11 16:00:00,2025-12-11 17:56:00,2025-12-11 18:50:00,2025-12-11 20:46:00,170,2.8333333333333335,2.8333333333333335,1,STORM,116,COMPLETED
6931,2025-10-18,VT-JAA011,R038,BLR,SIN,ESN700026,ESN700027,2025-10-18 08:00:00,2025-10-18 08:00:00,2025-10-18 12:15:00,2025-10-18 12:15:00,255,4.25,4.25,1,CLOUDY,0,COMPLETED
6932,2025-12-15,VT-JAA022,R055,HYD,DXB,ESN700045,ESN700046,2025-12-15 01:00:00,2025-12-15 01:00:00,2025-12-15 04:40:00,2025-12-15 04:40:00,220,3.6666666666666665,3.6666666666666665,1,CLEAR,0,COMPLETED
6933,2025-04-15,VT-JAA020,R037,BOM,DXB,ESN700041,ESN700042,2025-04-15 09:00:00,2025-04-15 09:00:00,2025-04-15 12:00:00,2025-04-15 12:00:00,180,3.0,3.0,1,CLEAR,0,DELAYED
6934,2025-08-09,VT-JAA011,R051,COK,DXB,ESN700026,ESN700027,2025-08-09 21:00:00,2025-08-09 21:00:00,2025-08-10 01:00:00,2025-08-10 01:00:00,240,4.0,4.0,1,STORM,0,COMPLETED
6935,2025-03-17,VT-JAA009,R052,CCU,DAC,ESN700021,ESN700022,2025-03-17 23:00:00,2025-03-17 23:13:00,2025-03-17 23:45:00,2025-03-17 23:58:00,45,0.75,0.75,1,CLEAR,13,COMPLETED
6936,2025-08-15,VT-JAA010,R004,DEL,MAA,ESN700024,ESN700025,2025-08-15 20:00:00,2025-08-15 20:00:00,2025-08-15 22:50:00,2025-08-15 22:50:00,170,2.8333333333333335,2.8333333333333335,1,STORM,0,DELAYED
6937,2025-03-25,VT-JAA003,R022,HYD,VTZ,ESN700006,ESN700008,2025-03-25 13:00:00,2025-03-25 13:53:00,2025-03-25 14:00:00,2025-03-25 14:53:00,60,1.0,1.0,1,CLEAR,53,DELAYED
6938,2025-03-17,VT-JAA001,R026,MAA,COK,ESN700001,ESN700002,2025-03-17 01:00:00,2025-03-17 01:00:00,2025-03-17 02:00:00,2025-03-17 02:00:00,60,1.0,1.0,1,RAIN,0,COMPLETED
6939,2025-09-06,VT-JAA004,R049,HYD,AUH,ESN700010,ESN700011,2025-09-06 04:00:00,2025-09-06 04:00:00,2025-09-06 07:45:00,2025-09-06 07:45:00,225,3.75,3.75,1,CLEAR,0,DELAYED
6940,2025-09-12,VT-JAA022,R043,DEL,KTM,ESN700045,ESN700046,2025-09-12 16:00:00,2025-09-12 16:00:00,2025-09-12 17:30:00,2025-09-12 17:30:00,90,1.5,1.5,1,CLOUDY,0,COMPLETED
6941,2025-02-19,VT-JAA001,R036,DEL,DXB,ESN700001,ESN700002,2025-02-19 23:00:00,2025-02-19 23:00:00,2025-02-20 02:30:00,2025-02-20 02:30:00,210,3.5,3.5,1,FOG,0,COMPLETED
