utilization_id,utilization_date,flight_id,engine_serial_number,aircraft_registration,flight_hours,flight_cycles,cumulative_engine_hours,cumulative_engine_cycles,engine_status
UTL0004955,2025-02-26,12338,ESN700003,VT-JAA002,4.17,1,258.17,111,INSTALLED
UTL0004956,2025-02-26,12338,ESN700005,VT-JAA002,4.17,1,258.17,111,INSTALLED
UTL0004957,2025-02-26,15113,ESN700003,VT-JAA002,4.17,1,262.33,112,INSTALLED
UTL0004958,2025-02-26,15113,ESN700005,VT-JAA002,4.17,1,262.33,112,INSTALLED
UTL0004959,2025-02-26,3058,ESN700006,VT-JAA003,1.0,1,227.08,102,INSTALLED
UTL0004960,2025-02-26,3058,ESN700008,VT-JAA003,1.0,1,227.08,102,INSTALLED
UTL0004961,2025-02-26,6589,ESN700006,VT-JAA003,2.17,1,229.25,103,INSTALLED
UTL0004962,2025-02-26,6589,ESN700008,VT-JAA003,2.17,1,229.25,103,INSTALLED
UTL0004963,2025-02-26,24922,ESN700006,VT-JAA003,3.75,1,233.0,104,INSTALLED
UTL0004964,2025-02-26,24922,ESN700008,VT-JAA003,3.75,1,233.0,104,INSTALLED
UTL0004965,2025-02-26,516,ESN700010,VT-JAA004,2.17,1,214.5,102,INSTALLED
UTL0004966,2025-02-26,516,ESN700011,VT-JAA004,2.17,1,214.5,102,INSTALLED
UTL0004967,2025-02-26,4115,ESN700012,VT-JAA005,3.5,1,224.0,107,INSTALLED
UTL0004968,2025-02-26,4115,ESN700013,VT-JAA005,3.5,1,224.0,107,INSTALLED
UTL0004969,2025-02-26,18286,ESN700012,VT-JAA005,1.58,1,225.58,108,INSTALLED
UTL0004970,2025-02-26,18286,ESN700013,VT-JAA005,1.58,1,225.58,108,INSTALLED
UTL0004971,2025-02-26,19427,ESN700012,VT-JAA005,2.83,1,228.42,109,INSTALLED
UTL0004972,2025-02-26,19427,ESN700013,VT-JAA005,2.83,1,228.42,109,INSTALLED
UTL0004973,2025-02-26,3441,ESN700016,VT-JAA007,0.83,1,231.25,107,INSTALLED
UTL0004974,2025-02-26,3441,ESN700018,VT-JAA007,0.83,1,231.25,107,INSTALLED
UTL0004975,2025-02-26,7429,ESN700016,VT-JAA007,2.83,1,234.08,108,INSTALLED
UTL0004976,2025-02-26,7429,ESN700018,VT-JAA007,2.83,1,234.08,108,INSTALLED
UTL0004977,2025-02-26,9574,ESN700016,VT-JAA007,1.0,1,235.08,109,INSTALLED
UTL0004978,2025-02-26,9574,ESN700018,VT-JAA007,1.0,1,235.08,109,INSTALLED
UTL0004979,2025-02-26,19038,ESN700016,VT-JAA007,3.83,1,238.92,110,INSTALLED
UTL0004980,2025-02-26,19038,ESN700018,VT-JAA007,3.83,1,238.92,110,INSTALLED
UTL0004981,2025-02-26,23623,ESN700016,VT-JAA007,2.83,1,241.75,111,INSTALLED
UTL0004982,2025-02-26,23623,ESN700018,VT-JAA007,2.83,1,241.75,111,INSTALLED
UTL0004983,2025-02-26,20014,ESN700021,VT-JAA009,1.0,1,223.33,105,INSTALLED
UTL0004984,2025-02-26,20014,ESN700022,VT-JAA009,1.0,1,223.33,105,INSTALLED
UTL0004985,2025-02-26,7259,ESN700024,VT-JAA010,0.67,1,218.75,109,INSTALLED
UTL0004986,2025-02-26,7259,ESN700025,VT-JAA010,0.67,1,218.75,109,INSTALLED
UTL0004987,2025-02-26,6415,ESN700026,VT-JAA011,3.67,1,171.5,89,INSTALLED
UTL0004988,2025-02-26,6415,ESN700027,VT-JAA011,3.67,1,171.5,89,INSTALLED
UTL0004989,2025-02-26,12294,ESN700026,VT-JAA011,0.92,1,172.42,90,INSTALLED
UTL0004990,2025-02-26,12294,ESN700027,VT-JAA011,0.92,1,172.42,90,INSTALLED
UTL0004991,2025-02-26,3237,ESN700028,VT-JAA013,2.83,1,235.0,102,INSTALLED
UTL0004992,2025-02-26,3237,ESN700029,VT-JAA013,2.83,1,235.0,102,INSTALLED
UTL0004993,2025-02-26,4261,ESN700028,VT-JAA013,4.0,1,239.0,103,INSTALLED
UTL0004994,2025-02-26,4261,ESN700029,VT-JAA013,4.0,1,239.0,103,INSTALLED
UTL0004995,2025-02-26,10651,ESN700028,VT-JAA013,2.0,1,241.0,104,INSTALLED
UTL0004996,2025-02-26,10651,ESN700029,VT-JAA013,2.0,1,241.0,104,INSTALLED
UTL0004997,2025-02-26,8475,ESN700030,VT-JAA014,1.58,1,220.25,105,INSTALLED
UTL0004998,2025-02-26,8475,ESN700031,VT-JAA014,1.58,1,220.25,105,INSTALLED
UTL0004999,2025-02-26,23241,ESN700030,VT-JAA014,1.25,1,221.5,106,INSTALLED
UTL0005000,2025-02-26,23241,ESN700031,VT-JAA014,1.25,1,221.5,106,INSTALLED
UTL0005001,2025-02-26,1375,ESN700032,VT-JAA015,0.83,1,203.08,104,INSTALLED
UTL0005002,2025-02-26,1375,ESN700033,VT-JAA015,0.83,1,203.08,104,INSTALLED
UTL0005003,2025-02-26,4430,ESN700032,VT-JAA015,1.58,1,204.67,105,INSTALLED
UTL0005004,2025-02-26,4430,ESN700033,VT-JAA015,1.58,1,204.67,105,INSTALLED
UTL0005005,2025-02-26,6041,ESN700032,VT-JAA015,3.0,1,207.67,106,INSTALLED
UTL0005006,2025-02-26,6041,ESN700033,VT-JAA015,3.0,1,207.67,106,INSTALLED
UTL0005007,2025-02-26,8649,ESN700032,VT-JAA015,3.0,1,210.67,107,INSTALLED
UTL0005008,2025-02-26,8649,ESN700033,VT-JAA015,3.0,1,210.67,107,INSTALLED
UTL0005009,2025-02-26,24164,ESN700032,VT-JAA015,1.0,1,211.67,108,INSTALLED
UTL0005010,2025-02-26,24164,ESN700033,VT-JAA015,1.0,1,211.67,108,INSTALLED
UTL0005011,2025-02-26,3983,ESN700038,VT-JAA018,1.0,1,241.25,112,INSTALLED
UTL0005012,2025-02-26,3983,ESN700040,VT-JAA018,1.0,1,241.25,112,INSTALLED
UTL0005013,2025-02-26,7906,ESN700038,VT-JAA018,2.17,1,243.42,113,INSTALLED
UTL0005014,2025-02-26,7906,ESN700040,VT-JAA018,2.17,1,243.42,113,INSTALLED
UTL0005015,2025-02-26,2993,ESN700043,VT-JAA021,1.25,1,204.33,107,INSTALLED
UTL0005016,2025-02-26,2993,ESN700044,VT-JAA021,1.25,1,204.33,107,INSTALLED
UTL0005017,2025-02-26,12814,ESN700043,VT-JAA021,1.25,1,205.58,108,INSTALLED
UTL0005018,2025-02-26,12814,ESN700044,VT-JAA021,1.25,1,205.58,108,INSTALLED
UTL0005019,2025-02-26,14098,ESN700045,VT-JAA022,1.0,1,215.67,106,INSTALLED
UTL0005020,2025-02-26,14098,ESN700046,VT-JAA022,1.0,1,215.67,106,INSTALLED
UTL0005021,2025-02-26,1003,ESN700047,VT-JAA023,1.0,1,223.33,104,INSTALLED
UTL0005022,2025-02-26,1003,ESN700048,VT-JAA023,1.0,1,223.33,104,INSTALLED
UTL0005023,2025-02-26,9664,ESN700051,VT-JAA025,2.08,1,231.42,112,INSTALLED
UTL0005024,2025-02-26,9664,ESN700052,VT-JAA025,2.08,1,231.42,112,INSTALLED
UTL0005025,2025-02-26,11397,ESN700051,VT-JAA025,2.67,1,234.08,113,INSTALLED
UTL0005026,2025-02-26,11397,ESN700052,VT-JAA025,2.67,1,234.08,113,INSTALLED
UTL0005027,2025-02-26,24278,ESN700051,VT-JAA025,1.42,1,235.5,114,INSTALLED
UTL0005028,2025-02-26,24278,ESN700052,VT-JAA025,1.42,1,235.5,114,INSTALLED
UTL0005029,2025-02-26,10209,ESN700053,VT-JAA026,4.17,1,243.08,110,INSTALLED
UTL0005030,2025-02-26,10209,ESN700054,VT-JAA026,4.17,1,243.08,110,INSTALLED
UTL0005031,2025-02-26,13745,ESN700053,VT-JAA026,1.42,1,244.5,111,INSTALLED
UTL0005032,2025-02-26,13745,ESN700054,VT-JAA026,1.42,1,244.5,111,INSTALLED
UTL0005033,2025-02-26,23706,ESN700053,VT-JAA026,1.25,1,245.75,112,INSTALLED
UTL0005034,2025-02-26,23706,ESN700054,VT-JAA026,1.25,1,245.75,112,INSTALLED
UTL0005035,2025-02-26,2879,ESN700055,VT-JAA027,2.5,1,200.08,100,INSTALLED
UTL0005036,2025-02-26,2879,ESN700056,VT-JAA027,2.5,1,200.08,100,INSTALLED
UTL0005037,2025-02-26,13587,ESN700055,VT-JAA027,3.75,1,203.83,101,INSTALLED
UTL0005038,2025-02-26,13587,ESN700056,VT-JAA027,3.75,1,203.83,101,INSTALLED
UTL0005039,2025-02-26,17337,ESN700055,VT-JAA027,4.25,1,208.08,102,INSTALLED
UTL0005040,2025-02-26,17337,ESN700056,VT-JAA027,4.25,1,208.08,102,INSTALLED
UTL0005041,2025-02-26,5508,ESN700057,VT-JAA029,0.92,1,222.25,110,INSTALLED
UTL0005042,2025-02-26,5508,ESN700058,VT-JAA029,0.92,1,222.25,110,INSTALLED
UTL0005043,2025-02-27,737,ESN700001,VT-JAA001,4.25,1,238.83,116,INSTALLED
UTL0005044,2025-02-27,737,ESN700002,VT-JAA001,4.25,1,238.83,116,INSTALLED
UTL0005045,2025-02-27,10041,ESN700003,VT-JAA002,2.67,1,265.0,113,INSTALLED
UTL0005046,2025-02-27,10041,ESN700005,VT-JAA002,2.67,1,265.0,113,INSTALLED
UTL0005047,2025-02-27,20415,ESN700003,VT-JAA002,4.25,1,269.25,114,INSTALLED
UTL0005048,2025-02-27,20415,ESN700005,VT-JAA002,4.25,1,269.25,114,INSTALLED
UTL0005049,2025-02-27,23852,ESN700003,VT-JAA002,1.0,1,270.25,115,INSTALLED
UTL0005050,2025-02-27,23852,ESN700005,VT-JAA002,1.0,1,270.25,115,INSTALLED
UTL0005051,2025-02-27,20435,ESN700006,VT-JAA003,2.0,1,235.0,105,INSTALLED
UTL0005052,2025-02-27,20435,ESN700008,VT-JAA003,2.0,1,235.0,105,INSTALLED
UTL0005053,2025-02-27,1310,ESN700010,VT-JAA004,3.0,1,217.5,103,INSTALLED
UTL0005054,2025-02-27,1310,ESN700011,VT-JAA004,3.0,1,217.5,103,INSTALLED
UTL0005055,2025-02-27,16391,ESN700010,VT-JAA004,3.0,1,220.5,104,INSTALLED
UTL0005056,2025-02-27,16391,ESN700011,VT-JAA004,3.0,1,220.5,104,INSTALLED
UTL0005057,2025-02-27,9875,ESN700012,VT-JAA005,3.67,1,232.08,110,INSTALLED
UTL0005058,2025-02-27,9875,ESN700013,VT-JAA005,3.67,1,232.08,110,INSTALLED
UTL0005059,2025-02-27,24855,ESN700012,VT-JAA005,3.5,1,235.58,111,INSTALLED
UTL0005060,2025-02-27,24855,ESN700013,VT-JAA005,3.5,1,235.58,111,INSTALLED
UTL0005061,2025-02-27,5063,ESN700016,VT-JAA007,1.08,1,242.83,112,INSTALLED
UTL0005062,2025-02-27,5063,ESN700018,VT-JAA007,1.08,1,242.83,112,INSTALLED
UTL0005063,2025-02-27,6097,ESN700016,VT-JAA007,2.17,1,245.0,113,INSTALLED
UTL0005064,2025-02-27,6097,ESN700018,VT-JAA007,2.17,1,245.0,113,INSTALLED
UTL0005065,2025-02-27,8092,ESN700016,VT-JAA007,0.92,1,245.92,114,INSTALLED
UTL0005066,2025-02-27,8092,ESN700018,VT-JAA007,0.92,1,245.92,114,INSTALLED
UTL0005067,2025-02-27,8402,ESN700016,VT-JAA007,1.0,1,246.92,115,INSTALLED
UTL0005068,2025-02-27,8402,ESN700018,VT-JAA007,1.0,1,246.92,115,INSTALLED
UTL0005069,2025-02-27,16075,ESN700016,VT-JAA007,3.67,1,250.58,116,INSTALLED
UTL0005070,2025-02-27,16075,ESN700018,VT-JAA007,3.67,1,250.58,116,INSTALLED
UTL0005071,2025-02-27,3837,ESN700021,VT-JAA009,0.83,1,224.17,106,INSTALLED
UTL0005072,2025-02-27,3837,ESN700022,VT-JAA009,0.83,1,224.17,106,INSTALLED
UTL0005073,2025-02-27,6134,ESN700021,VT-JAA009,3.83,1,228.0,107,INSTALLED
UTL0005074,2025-02-27,6134,ESN700022,VT-JAA009,3.83,1,228.0,107,INSTALLED
UTL0005075,2025-02-27,13122,ESN700021,VT-JAA009,3.75,1,231.75,108,INSTALLED
UTL0005076,2025-02-27,13122,ESN700022,VT-JAA009,3.75,1,231.75,108,INSTALLED
UTL0005077,2025-02-27,16768,ESN700024,VT-JAA010,2.83,1,221.58,110,INSTALLED
UTL0005078,2025-02-27,16768,ESN700025,VT-JAA010,2.83,1,221.58,110,INSTALLED
UTL0005079,2025-02-27,22549,ESN700024,VT-JAA010,2.25,1,223.83,111,INSTALLED
UTL0005080,2025-02-27,22549,ESN700025,VT-JAA010,2.25,1,223.83,111,INSTALLED
UTL0005081,2025-02-27,19786,ESN700028,VT-JAA013,2.5,1,243.5,105,INSTALLED
UTL0005082,2025-02-27,19786,ESN700029,VT-JAA013,2.5,1,243.5,105,INSTALLED
UTL0005083,2025-02-27,5026,ESN700030,VT-JAA014,4.25,1,225.75,107,INSTALLED
UTL0005084,2025-02-27,5026,ESN700031,VT-JAA014,4.25,1,225.75,107,INSTALLED
UTL0005085,2025-02-27,16252,ESN700030,VT-JAA014,0.83,1,226.58,108,INSTALLED
UTL0005086,2025-02-27,16252,ESN700031,VT-JAA014,0.83,1,226.58,108,INSTALLED
UTL0005087,2025-02-27,10861,ESN700032,VT-JAA015,3.0,1,214.67,109,INSTALLED
UTL0005088,2025-02-27,10861,ESN700033,VT-JAA015,3.0,1,214.67,109,INSTALLED
UTL0005089,2025-02-27,1457,ESN700034,VT-JAA016,0.67,1,192.17,97,INSTALLED
UTL0005090,2025-02-27,1457,ESN700037,VT-JAA016,0.67,1,192.17,97,INSTALLED
UTL0005091,2025-02-27,16218,ESN700038,VT-JAA018,1.0,1,244.42,114,INSTALLED
UTL0005092,2025-02-27,16218,ESN700040,VT-JAA018,1.0,1,244.42,114,INSTALLED
UTL0005093,2025-02-27,21037,ESN700038,VT-JAA018,3.75,1,248.17,115,INSTALLED
UTL0005094,2025-02-27,21037,ESN700040,VT-JAA018,3.75,1,248.17,115,INSTALLED
UTL0005095,2025-02-27,7577,ESN700041,VT-JAA020,2.0,1,176.75,92,INSTALLED
UTL0005096,2025-02-27,7577,ESN700042,VT-JAA020,2.0,1,176.75,92,INSTALLED
UTL0005097,2025-02-27,8295,ESN700041,VT-JAA020,2.0,1,178.75,93,INSTALLED
UTL0005098,2025-02-27,8295,ESN700042,VT-JAA020,2.0,1,178.75,93,INSTALLED
UTL0005099,2025-02-27,21803,ESN700041,VT-JAA020,0.67,1,179.42,94,INSTALLED
UTL0005100,2025-02-27,21803,ESN700042,VT-JAA020,0.67,1,179.42,94,INSTALLED
UTL0005101,2025-02-27,24579,ESN700041,VT-JAA020,2.25,1,181.67,95,INSTALLED
UTL0005102,2025-02-27,24579,ESN700042,VT-JAA020,2.25,1,181.67,95,INSTALLED
UTL0005103,2025-02-27,3366,ESN700045,VT-JAA022,4.0,1,219.67,107,INSTALLED
UTL0005104,2025-02-27,3366,ESN700046,VT-JAA022,4.0,1,219.67,107,INSTALLED
UTL0005105,2025-02-27,15305,ESN700045,VT-JAA022,2.08,1,221.75,108,INSTALLED
UTL0005106,2025-02-27,15305,ESN700046,VT-JAA022,2.08,1,221.75,108,INSTALLED
UTL0005107,2025-02-27,2772,ESN700047,VT-JAA023,1.0,1,224.33,105,INSTALLED
UTL0005108,2025-02-27,2772,ESN700048,VT-JAA023,1.0,1,224.33,105,INSTALLED
UTL0005109,2025-02-27,22014,ESN700047,VT-JAA023,1.5,1,225.83,106,INSTALLED
UTL0005110,2025-02-27,22014,ESN700048,VT-JAA023,1.5,1,225.83,106,INSTALLED
UTL0005111,2025-02-27,6701,ESN700049,VT-JAA024,2.67,1,211.75,96,INSTALLED
UTL0005112,2025-02-27,6701,ESN700050,VT-JAA024,2.67,1,211.75,96,INSTALLED
UTL0005113,2025-02-27,2545,ESN700051,VT-JAA025,1.25,1,236.75,115,INSTALLED
UTL0005114,2025-02-27,2545,ESN700052,VT-JAA025,1.25,1,236.75,115,INSTALLED
UTL0005115,2025-02-27,12919,ESN700051,VT-JAA025,4.25,1,241.0,116,INSTALLED
UTL0005116,2025-02-27,12919,ESN700052,VT-JAA025,4.25,1,241.0,116,INSTALLED
UTL0005117,2025-02-27,6375,ESN700053,VT-JAA026,1.08,1,246.83,113,INSTALLED
UTL0005118,2025-02-27,6375,ESN700054,VT-JAA026,1.08,1,246.83,113,INSTALLED
UTL0005119,2025-02-27,12676,ESN700053,VT-JAA026,3.67,1,250.5,114,INSTALLED
UTL0005120,2025-02-27,12676,ESN700054,VT-JAA026,3.67,1,250.5,114,INSTALLED
UTL0005121,2025-02-27,17535,ESN700053,VT-JAA026,4.25,1,254.75,115,INSTALLED
UTL0005122,2025-02-27,17535,ESN700054,VT-JAA026,4.25,1,254.75,115,INSTALLED
UTL0005123,2025-02-27,564,ESN700055,VT-JAA027,0.83,1,208.92,103,INSTALLED
UTL0005124,2025-02-27,564,ESN700056,VT-JAA027,0.83,1,208.92,103,INSTALLED
UTL0005125,2025-02-27,4971,ESN700055,VT-JAA027,1.0,1,209.92,104,INSTALLED
UTL0005126,2025-02-27,4971,ESN700056,VT-JAA027,1.0,1,209.92,104,INSTALLED
UTL0005127,2025-02-27,8230,ESN700055,VT-JAA027,4.0,1,213.92,105,INSTALLED
UTL0005128,2025-02-27,8230,ESN700056,VT-JAA027,4.0,1,213.92,105,INSTALLED
UTL0005129,2025-02-27,12554,ESN700055,VT-JAA027,0.75,1,214.67,106,INSTALLED
UTL0005130,2025-02-27,12554,ESN700056,VT-JAA027,0.75,1,214.67,106,INSTALLED
UTL0005131,2025-02-27,15480,ESN700055,VT-JAA027,1.5,1,216.17,107,INSTALLED
UTL0005132,2025-02-27,15480,ESN700056,VT-JAA027,1.5,1,216.17,107,INSTALLED
UTL0005133,2025-02-27,19120,ESN700055,VT-JAA027,4.0,1,220.17,108,INSTALLED
UTL0005134,2025-02-27,19120,ESN700056,VT-JAA027,4.0,1,220.17,108,INSTALLED
UTL0005135,2025-02-27,24440,ESN700055,VT-JAA027,0.83,1,221.0,109,INSTALLED
UTL0005136,2025-02-27,24440,ESN700056,VT-JAA027,0.83,1,221.0,109,INSTALLED
UTL0005137,2025-02-27,766,ESN700057,VT-JAA029,1.0,1,223.25,111,INSTALLED
UTL0005138,2025-02-27,766,ESN700058,VT-JAA029,1.0,1,223.25,111,INSTALLED
UTL0005139,2025-02-27,4015,ESN700057,VT-JAA029,1.92,1,225.17,112,INSTALLED
UTL0005140,2025-02-27,4015,ESN700058,VT-JAA029,1.92,1,225.17,112,INSTALLED
UTL0005141,2025-02-27,6703,ESN700057,VT-JAA029,4.25,1,229.42,113,INSTALLED
UTL0005142,2025-02-27,6703,ESN700058,VT-JAA029,4.25,1,229.42,113,INSTALLED
UTL0005143,2025-02-27,23821,ESN700057,VT-JAA029,1.5,1,230.92,114,INSTALLED
UTL0005144,2025-02-27,23821,ESN700058,VT-JAA029,1.5,1,230.92,114,INSTALLED
UTL0005145,2025-02-27,5049,ESN700059,VT-JAA030,3.83,1,213.25,96,INSTALLED
UTL0005146,2025-02-27,5049,ESN700060,VT-JAA030,3.83,1,213.25,96,INSTALLED
UTL0005147,2025-02-28,14304,ESN700003,VT-JAA002,3.5,1,273.75,116,INSTALLED
UTL0005148,2025-02-28,14304,ESN700005,VT-JAA002,3.5,1,273.75,116,INSTALLED
UTL0005149,2025-02-28,24436,ESN700003,VT-JAA002,3.75,1,277.5,117,INSTALLED
UTL0005150,2025-02-28,24436,ESN700005,VT-JAA002,3.75,1,277.5,117,INSTALLED
UTL0005151,2025-02-28,1219,ESN700006,VT-JAA003,4.17,1,239.17,106,INSTALLED
UTL0005152,2025-02-28,1219,ESN700008,VT-JAA003,4.17,1,239.17,106,INSTALLED
UTL0005153,2025-02-28,6997,ESN700006,VT-JAA003,1.25,1,240.42,107,INSTALLED
UTL0005154,2025-02-28,6997,ESN700008,VT-JAA003,1.25,1,240.42,107,INSTALLED
UTL0005155,2025-02-28,13572,ESN700006,VT-JAA003,1.58,1,242.0,108,INSTALLED
UTL0005156,2025-02-28,13572,ESN700008,VT-JAA003,1.58,1,242.0,108,INSTALLED
UTL0005157,2025-02-28,18697,ESN700006,VT-JAA003,1.5,1,243.5,109,INSTALLED
UTL0005158,2025-02-28,18697,ESN700008,VT-JAA003,1.5,1,243.5,109,INSTALLED
UTL0005159,2025-02-28,24462,ESN700006,VT-JAA003,0.75,1,244.25,110,INSTALLED
UTL0005160,2025-02-28,24462,ESN700008,VT-JAA003,0.75,1,244.25,110,INSTALLED
UTL0005161,2025-02-28,8621,ESN700010,VT-JAA004,2.17,1,222.67,105,INSTALLED
UTL0005162,2025-02-28,8621,ESN700011,VT-JAA004,2.17,1,222.67,105,INSTALLED
UTL0005163,2025-02-28,5197,ESN700012,VT-JAA005,2.17,1,237.75,112,INSTALLED
UTL0005164,2025-02-28,5197,ESN700013,VT-JAA005,2.17,1,237.75,112,INSTALLED
UTL0005165,2025-02-28,3321,ESN700016,VT-JAA007,4.17,1,254.75,117,INSTALLED
UTL0005166,2025-02-28,3321,ESN700018,VT-JAA007,4.17,1,254.75,117,INSTALLED
UTL0005167,2025-02-28,16739,ESN700016,VT-JAA007,2.5,1,257.25,118,INSTALLED
UTL0005168,2025-02-28,16739,ESN700018,VT-JAA007,2.5,1,257.25,118,INSTALLED
UTL0005169,2025-02-28,21859,ESN700016,VT-JAA007,1.0,1,258.25,119,INSTALLED
UTL0005170,2025-02-28,21859,ESN700018,VT-JAA007,1.0,1,258.25,119,INSTALLED
UTL0005171,2025-02-28,24295,ESN700021,VT-JAA009,0.67,1,232.42,109,INSTALLED
UTL0005172,2025-02-28,24295,ESN700022,VT-JAA009,0.67,1,232.42,109,INSTALLED
UTL0005173,2025-02-28,127,ESN700024,VT-JAA010,2.0,1,225.83,112,INSTALLED
UTL0005174,2025-02-28,127,ESN700025,VT-JAA010,2.0,1,225.83,112,INSTALLED
UTL0005175,2025-02-28,7988,ESN700024,VT-JAA010,1.42,1,227.25,113,INSTALLED
UTL0005176,2025-02-28,7988,ESN700025,VT-JAA010,1.42,1,227.25,113,INSTALLED
UTL0005177,2025-02-28,8142,ESN700024,VT-JAA010,2.17,1,229.42,114,INSTALLED
UTL0005178,2025-02-28,8142,ESN700025,VT-JAA010,2.17,1,229.42,114,INSTALLED
UTL0005179,2025-02-28,15191,ESN700024,VT-JAA010,2.42,1,231.83,115,INSTALLED
UTL0005180,2025-02-28,15191,ESN700025,VT-JAA010,2.42,1,231.83,115,INSTALLED
UTL0005181,2025-02-28,9706,ESN700026,VT-JAA011,4.17,1,176.58,91,INSTALLED
UTL0005182,2025-02-28,9706,ESN700027,VT-JAA011,4.17,1,176.58,91,INSTALLED
UTL0005183,2025-02-28,15397,ESN700026,VT-JAA011,0.75,1,177.33,92,INSTALLED
UTL0005184,2025-02-28,15397,ESN700027,VT-JAA011,0.75,1,177.33,92,INSTALLED
UTL0005185,2025-02-28,15991,ESN700026,VT-JAA011,2.0,1,179.33,93,INSTALLED
UTL0005186,2025-02-28,15991,ESN700027,VT-JAA011,2.0,1,179.33,93,INSTALLED
UTL0005187,2025-02-28,4729,ESN700028,VT-JAA013,1.0,1,244.5,106,INSTALLED
UTL0005188,2025-02-28,4729,ESN700029,VT-JAA013,1.0,1,244.5,106,INSTALLED
UTL0005189,2025-02-28,7101,ESN700028,VT-JAA013,1.25,1,245.75,107,INSTALLED
UTL0005190,2025-02-28,7101,ESN700029,VT-JAA013,1.25,1,245.75,107,INSTALLED
UTL0005191,2025-02-28,16794,ESN700030,VT-JAA014,1.5,1,228.08,109,INSTALLED
UTL0005192,2025-02-28,16794,ESN700031,VT-JAA014,1.5,1,228.08,109,INSTALLED
UTL0005193,2025-02-28,9418,ESN700032,VT-JAA015,3.5,1,218.17,110,INSTALLED
UTL0005194,2025-02-28,9418,ESN700033,VT-JAA015,3.5,1,218.17,110,INSTALLED
UTL0005195,2025-02-28,10309,ESN700032,VT-JAA015,0.75,1,218.92,111,INSTALLED
UTL0005196,2025-02-28,10309,ESN700033,VT-JAA015,0.75,1,218.92,111,INSTALLED
UTL0005197,2025-02-28,21091,ESN700032,VT-JAA015,1.5,1,220.42,112,INSTALLED
UTL0005198,2025-02-28,21091,ESN700033,VT-JAA015,1.5,1,220.42,112,INSTALLED
UTL0005199,2025-02-28,23919,ESN700032,VT-JAA015,3.5,1,223.92,113,INSTALLED
UTL0005200,2025-02-28,23919,ESN700033,VT-JAA015,3.5,1,223.92,113,INSTALLED
UTL0005201,2025-02-28,5328,ESN700034,VT-JAA016,3.75,1,195.92,98,INSTALLED
UTL0005202,2025-02-28,5328,ESN700037,VT-JAA016,3.75,1,195.92,98,INSTALLED
UTL0005203,2025-02-28,13402,ESN700041,VT-JAA020,1.0,1,182.67,96,INSTALLED
UTL0005204,2025-02-28,13402,ESN700042,VT-JAA020,1.0,1,182.67,96,INSTALLED
UTL0005205,2025-02-28,2067,ESN700043,VT-JAA021,0.92,1,206.5,109,INSTALLED
UTL0005206,2025-02-28,2067,ESN700044,VT-JAA021,0.92,1,206.5,109,INSTALLED
UTL0005207,2025-02-28,11722,ESN700043,VT-JAA021,1.0,1,207.5,110,INSTALLED
UTL0005208,2025-02-28,11722,ESN700044,VT-JAA021,1.0,1,207.5,110,INSTALLED
UTL0005209,2025-02-28,16266,ESN700043,VT-JAA021,1.25,1,208.75,111,INSTALLED
UTL0005210,2025-02-28,16266,ESN700044,VT-JAA021,1.25,1,208.75,111,INSTALLED
UTL0005211,2025-02-28,4357,ESN700047,VT-JAA023,0.83,1,226.67,107,INSTALLED
UTL0005212,2025-02-28,4357,ESN700048,VT-JAA023,0.83,1,226.67,107,INSTALLED
UTL0005213,2025-02-28,11244,ESN700049,VT-JAA024,0.92,1,212.67,97,INSTALLED
UTL0005214,2025-02-28,11244,ESN700050,VT-JAA024,0.92,1,212.67,97,INSTALLED
UTL0005215,2025-02-28,13658,ESN700049,VT-JAA024,4.0,1,216.67,98,INSTALLED
UTL0005216,2025-02-28,13658,ESN700050,VT-JAA024,4.0,1,216.67,98,INSTALLED
UTL0005217,2025-02-28,21699,ESN700051,VT-JAA025,3.5,1,244.5,117,INSTALLED
UTL0005218,2025-02-28,21699,ESN700052,VT-JAA025,3.5,1,244.5,117,INSTALLED
UTL0005219,2025-02-28,20258,ESN700057,VT-JAA029,1.5,1,232.42,115,INSTALLED
UTL0005220,2025-02-28,20258,ESN700058,VT-JAA029,1.5,1,232.42,115,INSTALLED
UTL0005221,2025-02-28,18868,ESN700059,VT-JAA030,1.5,1,214.75,97,INSTALLED
UTL0005222,2025-02-28,18868,ESN700060,VT-JAA030,1.5,1,214.75,97,INSTALLED
UTL0005223,2025-02-28,23492,ESN700059,VT-JAA030,1.0,1,215.75,98,INSTALLED
UTL0005224,2025-02-28,23492,ESN700060,VT-JAA030,1.0,1,215.75,98,INSTALLED
UTL0005225,2025-03-01,1813,ESN700001,VT-JAA001,1.0,1,239.83,117,INSTALLED
UTL0005226,2025-03-01,1813,ESN700002,VT-JAA001,1.0,1,239.83,117,INSTALLED
UTL0005227,2025-03-01,2534,ESN700001,VT-JAA001,1.5,1,241.33,118,INSTALLED
UTL0005228,2025-03-01,2534,ESN700002,VT-JAA001,1.5,1,241.33,118,INSTALLED
UTL0005229,2025-03-01,9662,ESN700001,VT-JAA001,1.0,1,242.33,119,INSTALLED
UTL0005230,2025-03-01,9662,ESN700002,VT-JAA001,1.0,1,242.33,119,INSTALLED
UTL0005231,2025-03-01,10113,ESN700001,VT-JAA001,3.83,1,246.17,120,INSTALLED
UTL0005232,2025-03-01,10113,ESN700002,VT-JAA001,3.83,1,246.17,120,INSTALLED
