inventory_id,component_serial_number,component_id,component_name,engine_serial_number,manufacture_date,installation_date,position,installation_type,status
INV0000487,CSN900487,CMP025,HPT Stage 2 Disk,ESN700010,2022-08-30,2023-03-21,STAGE2,NEW,ACTIVE
INV0000488,CSN900488,CMP028,HPT Shroud,ESN700010,2021-11-17,2023-03-09,CENTER,NEW,ACTIVE
INV0000489,CSN900489,CMP029,LPT Shaft,ESN700010,2022-07-24,2023-01-03,CENTER,NEW,ACTIVE
INV0000490,CSN900490,CMP030,LPT Stage 1 Disk,ESN700010,2022-01-30,2023-03-14,STAGE1,NEW,ACTIVE
INV0000491,CSN900491,CMP031,LPT Stage 2 Disk,ESN700010,2022-06-29,2023-06-10,STAGE2,NEW,ACTIVE
INV0000492,CSN900492,CMP034,Turbine Rear Frame,ESN700010,2021-06-22,2023-03-17,CENTER,NEW,ACTIVE
INV0000493,CSN900493,CMP035,Fuel Pump,ESN700010,2021-03-31,2023-02-28,CENTER,NEW,ACTIVE
INV0000494,CSN900494,CMP036,Hydromechanical Unit (HMU),ESN700010,2022-01-26,2023-01-23,CENTER,NEW,ACTIVE
INV0000495,CSN900495,CMP037,Fuel Filter,ESN700010,2022-09-16,2023-04-05,CENTER,NEW,ACTIVE
INV0000496,CSN900496,CMP038,Fuel Shutoff Valve,ESN700010,2022-11-15,2023-06-27,CENTER,NEW,ACTIVE
INV0000497,CSN900497,CMP039,Fuel Manifold,ESN700010,2022-03-14,2023-01-14,CENTER,NEW,ACTIVE
INV0000498,CSN900498,CMP040,Ignition Exciter,ESN700010,2021-12-07,2023-06-02,CENTER,NEW,ACTIVE
INV0000499,CSN900499,CMP041,Igniter Plug A,ESN700010,2021-07-18,2023-03-14,A,NEW,ACTIVE
INV0000500,CSN900500,CMP042,Igniter Plug B,ESN700010,2021-06-07,2023-04-28,B,NEW,ACTIVE
INV0000501,CSN900501,CMP043,Variable Bleed Valve (VBV),ESN700010,2021-09-07,2023-03-02,CENTER,NEW,ACTIVE
INV0000502,CSN900502,CMP044,VBV Actuator,ESN700010,2021-04-09,2023-04-07,CENTER,NEW,ACTIVE
INV0000503,CSN900503,CMP045,High Stage Bleed Valve,ESN700010,2021-08-19,2023-01-08,CENTER,NEW,ACTIVE
INV0000504,CSN900504,CMP046,Start Valve,ESN700010,2022-09-09,2023-02-05,CENTER,NEW,ACTIVE
INV0000505,CSN900505,CMP047,Exhaust Nozzle,ESN700010,2022-05-23,2023-02-09,CENTER,NEW,ACTIVE
INV0000506,CSN900506,CMP048,Exhaust Mixer,ESN700010,2022-10-11,2023-03-02,CENTER,NEW,ACTIVE
INV0000507,CSN900507,CMP049,Oil Pump,ESN700010,2022-11-05,2023-05-16,CENTER,NEW,ACTIVE
INV0000508,CSN900508,CMP050,Scavenge Pump,ESN700010,2021-07-04,2023-03-19,CENTER,NEW,ACTIVE
INV0000509,CSN900509,CMP051,Oil Filter,ESN700010,2022-07-29,2023-06-09,CENTER,NEW,ACTIVE
INV0000510,CSN900510,CMP052,Oil Pressure Transmitter,ESN700010,2022-06-06,2023-05-07,CENTER,NEW,ACTIVE
INV0000511,CSN900511,CMP053,Oil Temperature Sensor,ESN700010,2021-09-12,2023-06-09,CENTER,NEW,ACTIVE
INV0000512,CSN900512,CMP054,EGT Thermocouple Harness,ESN700010,2022-05-28,2023-05-10,CENTER,NEW,ACTIVE
INV0000513,CSN900513,CMP055,N1 Speed Sensor,ESN700010,2022-03-03,2023-05-21,CENTER,NEW,ACTIVE
INV0000514,CSN900514,CMP056,N2 Speed Sensor,ESN700010,2021-03-30,2023-03-17,CENTER,NEW,ACTIVE
INV0000515,CSN900515,CMP057,Vibration Sensor,ESN700010,2022-05-25,2023-03-12,CENTER,NEW,ACTIVE
INV0000516,CSN900516,CMP058,Chip Detector,ESN700010,2021-03-07,2023-04-11,CENTER,NEW,ACTIVE
INV0000517,CSN900517,CMP059,Accessory Gearbox,ESN700010,2021-09-07,2023-02-08,CENTER,NEW,ACTIVE
INV0000518,CSN900518,CMP060,Starter,ESN700010,2022-09-14,2023-04-09,CENTER,NEW,ACTIVE
INV0000519,CSN900519,CMP061,Integrated Drive Generator (IDG) Drive Pad,ESN700010,2022-05-26,2023-03-21,CENTER,NEW,ACTIVE
INV0000520,CSN900520,CMP062,Hydraulic Pump Drive Pad,ESN700010,2022-04-16,2023-04-14,CENTER,NEW,ACTIVE
INV0000521,CSN900521,CMP001,Fan Disk,ESN700011,2022-05-21,2023-06-09,CENTER,NEW,ACTIVE
INV0000522,CSN900522,CMP002,Fan Shaft,ESN700011,2021-10-26,2023-01-05,CENTER,NEW,ACTIVE
INV0000523,CSN900523,CMP005,Fan Case,ESN700011,2022-03-27,2023-06-16,CENTER,NEW,ACTIVE
INV0000524,CSN900524,CMP006,Spinner Cone,ESN700011,2022-04-12,2023-04-14,CENTER,NEW,ACTIVE
INV0000525,CSN900525,CMP007,Booster Rotor,ESN700011,2021-08-09,2023-06-20,CENTER,NEW,ACTIVE
INV0000526,CSN900526,CMP009,Booster Stator Assembly,ESN700011,2022-08-22,2023-06-21,CENTER,NEW,ACTIVE
INV0000527,CSN900527,CMP010,Booster Case,ESN700011,2021-04-07,2023-03-30,CENTER,NEW,ACTIVE
INV0000528,CSN900528,CMP011,HPC Stage 1 Disk,ESN700011,2021-12-29,2023-03-20,STAGE1,NEW,ACTIVE
INV0000529,CSN900529,CMP012,HPC Stage 2 Disk,ESN700011,2021-12-09,2023-03-25,STAGE2,NEW,ACTIVE
INV0000530,CSN900530,CMP013,HPC Stage 3 Disk,ESN700011,2022-01-20,2023-04-19,STAGE3,NEW,ACTIVE
INV0000531,CSN900531,CMP014,HPC Stage 4 Disk,ESN700011,2022-09-18,2023-05-08,STAGE4,NEW,ACTIVE
INV0000532,CSN900532,CMP015,HPC Stage 5 Disk,ESN700011,2021-01-29,2023-03-21,STAGE5,NEW,ACTIVE
INV0000533,CSN900533,CMP016,HPC Rotor Shaft,ESN700011,2021-10-03,2023-06-03,CENTER,NEW,ACTIVE
INV0000534,CSN900534,CMP018,Variable Stator Vane Assembly,ESN700011,2021-11-12,2023-06-16,CENTER,NEW,ACTIVE
INV0000535,CSN900535,CMP019,HPC Case,ESN700011,2022-12-17,2023-03-06,CENTER,NEW,ACTIVE
INV0000536,CSN900536,CMP020,Combustor Liner,ESN700011,2021-05-14,2023-01-03,CENTER,NEW,ACTIVE
INV0000537,CSN900537,CMP022,Dome Assembly,ESN700011,2022-05-16,2023-03-30,CENTER,NEW,ACTIVE
INV0000538,CSN900538,CMP024,HPT Stage 1 Disk,ESN700011,2021-09-04,2023-03-05,STAGE1,NEW,ACTIVE
INV0000539,CSN900539,CMP025,HPT Stage 2 Disk,ESN700011,2022-06-04,2023-01-21,STAGE2,NEW,ACTIVE
INV0000540,CSN900540,CMP028,HPT Shroud,ESN700011,2022-09-20,2023-06-25,CENTER,NEW,ACTIVE
INV0000541,CSN900541,CMP029,LPT Shaft,ESN700011,2021-12-26,2023-04-28,CENTER,NEW,ACTIVE
INV0000542,CSN900542,CMP030,LPT Stage 1 Disk,ESN700011,2022-04-23,2023-05-27,STAGE1,NEW,ACTIVE
INV0000543,CSN900543,CMP031,LPT Stage 2 Disk,ESN700011,2022-09-01,2023-03-25,STAGE2,NEW,ACTIVE
INV0000544,CSN900544,CMP034,Turbine Rear Frame,ESN700011,2022-02-24,2023-04-09,CENTER,NEW,ACTIVE
INV0000545,CSN900545,CMP035,Fuel Pump,ESN700011,2022-07-27,2023-06-11,CENTER,NEW,ACTIVE
INV0000546,CSN900546,CMP036,Hydromechanical Unit (HMU),ESN700011,2022-10-20,2023-04-30,CENTER,NEW,ACTIVE
INV0000547,CSN900547,CMP037,Fuel Filter,ESN700011,2021-07-18,2023-02-14,CENTER,NEW,ACTIVE
INV0000548,CSN900548,CMP038,Fuel Shutoff Valve,ESN700011,2022-04-07,2023-05-14,CENTER,NEW,ACTIVE
INV0000549,CSN900549,CMP039,Fuel Manifold,ESN700011,2021-12-05,2023-02-09,CENTER,NEW,ACTIVE
INV0000550,CSN900550,CMP040,Ignition Exciter,ESN700011,2022-06-29,2023-06-14,CENTER,NEW,ACTIVE
INV0000551,CSN900551,CMP041,Igniter Plug A,ESN700011,2022-03-06,2023-06-25,A,NEW,ACTIVE
INV0000552,CSN900552,CMP042,Igniter Plug B,ESN700011,2022-02-28,2023-03-30,B,NEW,ACTIVE
INV0000553,CSN900553,CMP043,Variable Bleed Valve (VBV),ESN700011,2021-08-07,2023-02-17,CENTER,NEW,ACTIVE
INV0000554,CSN900554,CMP044,VBV Actuator,ESN700011,2022-01-24,2023-04-25,CENTER,NEW,ACTIVE
INV0000555,CSN900555,CMP045,High Stage Bleed Valve,ESN700011,2021-02-14,2023-03-18,CENTER,NEW,ACTIVE
INV0000556,CSN900556,CMP046,Start Valve,ESN700011,2022-12-27,2023-03-29,CENTER,NEW,ACTIVE
INV0000557,CSN900557,CMP047,Exhaust Nozzle,ESN700011,2022-03-27,2023-01-29,CENTER,NEW,ACTIVE
INV0000558,CSN900558,CMP048,Exhaust Mixer,ESN700011,2022-11-20,2023-04-03,CENTER,NEW,ACTIVE
INV0000559,CSN900559,CMP049,Oil Pump,ESN700011,2022-04-20,2023-04-01,CENTER,NEW,ACTIVE
INV0000560,CSN900560,CMP050,Scavenge Pump,ESN700011,2022-07-01,2023-06-21,CENTER,NEW,ACTIVE
INV0000561,CSN900561,CMP051,Oil Filter,ESN700011,2022-11-04,2023-04-20,CENTER,NEW,ACTIVE
INV0000562,CSN900562,CMP052,Oil Pressure Transmitter,ESN700011,2022-05-22,2023-04-25,CENTER,NEW,ACTIVE
INV0000563,CSN900563,CMP053,Oil Temperature Sensor,ESN700011,2021-10-16,2023-01-13,CENTER,NEW,ACTIVE
INV0000564,CSN900564,CMP054,EGT Thermocouple Harness,ESN700011,2021-07-17,2023-05-27,CENTER,NEW,ACTIVE
INV0000565,CSN900565,CMP055,N1 Speed Sensor,ESN700011,2022-07-05,2023-03-25,CENTER,NEW,ACTIVE
INV0000566,CSN900566,CMP056,N2 Speed Sensor,ESN700011,2021-07-16,2023-05-26,CENTER,NEW,ACTIVE
INV0000567,CSN900567,CMP057,Vibration Sensor,ESN700011,2021-07-15,2023-06-14,CENTER,NEW,ACTIVE
INV0000568,CSN900568,CMP058,Chip Detector,ESN700011,2021-10-09,2023-03-05,CENTER,NEW,ACTIVE
INV0000569,CSN900569,CMP059,Accessory Gearbox,ESN700011,2021-10-08,2023-01-02,CENTER,NEW,ACTIVE
INV0000570,CSN900570,CMP060,Starter,ESN700011,2021-12-24,2023-01-17,CENTER,NEW,ACTIVE
INV0000571,CSN900571,CMP061,Integrated Drive Generator (IDG) Drive Pad,ESN700011,2022-02-12,2023-01-14,CENTER,NEW,ACTIVE
INV0000572,CSN900572,CMP062,Hydraulic Pump Drive Pad,ESN700011,2021-11-06,2023-02-05,CENTER,NEW,ACTIVE
INV0000573,CSN900573,CMP001,Fan Disk,ESN700012,2021-02-03,2023-05-15,CENTER,NEW,ACTIVE
INV0000574,CSN900574,CMP002,Fan Shaft,ESN700012,2021-04-06,2023-05-03,CENTER,NEW,ACTIVE
INV0000575,CSN900575,CMP005,Fan Case,ESN700012,2021-08-12,2023-04-28,CENTER,NEW,ACTIVE
INV0000576,CSN900576,CMP006,Spinner Cone,ESN700012,2022-04-19,2023-06-19,CENTER,NEW,ACTIVE
INV0000577,CSN900577,CMP007,Booster Rotor,ESN700012,2022-04-07,2023-05-20,CENTER,NEW,ACTIVE
INV0000578,CSN900578,CMP009,Booster Stator Assembly,ESN700012,2022-06-04,2023-02-17,CENTER,NEW,ACTIVE
INV0000579,CSN900579,CMP010,Booster Case,ESN700012,2021-05-21,2023-05-11,CENTER,NEW,ACTIVE
INV0000580,CSN900580,CMP011,HPC Stage 1 Disk,ESN700012,2022-10-03,2023-04-20,STAGE1,NEW,ACTIVE
INV0000581,CSN900581,CMP012,HPC Stage 2 Disk,ESN700012,2021-10-01,2023-03-18,STAGE2,NEW,ACTIVE
INV0000582,CSN900582,CMP013,HPC Stage 3 Disk,ESN700012,2022-09-24,2023-04-17,STAGE3,NEW,ACTIVE
INV0000583,CSN900583,CMP014,HPC Stage 4 Disk,ESN700012,2021-09-01,2023-01-28,STAGE4,NEW,ACTIVE
INV0000584,CSN900584,CMP015,HPC Stage 5 Disk,ESN700012,2021-07-22,2023-06-26,STAGE5,NEW,ACTIVE
INV0000585,CSN900585,CMP016,HPC Rotor Shaft,ESN700012,2021-05-20,2023-06-28,CENTER,NEW,ACTIVE
INV0000586,CSN900586,CMP018,Variable Stator Vane Assembly,ESN700012,2022-02-02,2023-05-08,CENTER,NEW,ACTIVE
INV0000587,CSN900587,CMP019,HPC Case,ESN700012,2022-08-18,2023-01-19,CENTER,NEW,ACTIVE
INV0000588,CSN900588,CMP020,Combustor Liner,ESN700012,2022-05-07,2022-12-31,CENTER,NEW,ACTIVE
INV0000589,CSN900589,CMP022,Dome Assembly,ESN700012,2021-02-18,2023-01-07,CENTER,NEW,ACTIVE
INV0000590,CSN900590,CMP024,HPT Stage 1 Disk,ESN700012,2022-09-30,2023-02-15,STAGE1,NEW,ACTIVE
INV0000591,CSN900591,CMP025,HPT Stage 2 Disk,ESN700012,2022-05-13,2023-05-29,STAGE2,NEW,ACTIVE
INV0000592,CSN900592,CMP028,HPT Shroud,ESN700012,2022-10-03,2023-06-04,CENTER,NEW,ACTIVE
INV0000593,CSN900593,CMP029,LPT Shaft,ESN700012,2022-06-21,2023-03-01,CENTER,NEW,ACTIVE
INV0000594,CSN900594,CMP030,LPT Stage 1 Disk,ESN700012,2021-12-17,2023-02-21,STAGE1,NEW,ACTIVE
INV0000595,CSN900595,CMP031,LPT Stage 2 Disk,ESN700012,2022-08-19,2023-01-07,STAGE2,NEW,ACTIVE
INV0000596,CSN900596,CMP034,Turbine Rear Frame,ESN700012,2022-04-09,2023-04-27,CENTER,NEW,ACTIVE
INV0000597,CSN900597,CMP035,Fuel Pump,ESN700012,2021-03-27,2023-03-11,CENTER,NEW,ACTIVE
INV0000598,CSN900598,CMP036,Hydromechanical Unit (HMU),ESN700012,2022-05-15,2023-06-12,CENTER,NEW,ACTIVE
INV0000599,CSN900599,CMP037,Fuel Filter,ESN700012,2022-03-23,2023-02-14,CENTER,NEW,ACTIVE
INV0000600,CSN900600,CMP038,Fuel Shutoff Valve,ESN700012,2021-05-17,2023-03-13,CENTER,NEW,ACTIVE
INV0000601,CSN900601,CMP039,Fuel Manifold,ESN700012,2021-11-01,2023-03-06,CENTER,NEW,ACTIVE
INV0000602,CSN900602,CMP040,Ignition Exciter,ESN700012,2021-08-18,2023-03-21,CENTER,NEW,ACTIVE
INV0000603,CSN900603,CMP041,Igniter Plug A,ESN700012,2021-03-12,2023-01-12,A,NEW,ACTIVE
INV0000604,CSN900604,CMP042,Igniter Plug B,ESN700012,2022-02-16,2023-03-04,B,NEW,ACTIVE
INV0000605,CSN900605,CMP043,Variable Bleed Valve (VBV),ESN700012,2022-05-04,2023-03-26,CENTER,NEW,ACTIVE
INV0000606,CSN900606,CMP044,VBV Actuator,ESN700012,2022-01-07,2023-05-23,CENTER,NEW,ACTIVE
INV0000607,CSN900607,CMP045,High Stage Bleed Valve,ESN700012,2021-10-29,2023-04-15,CENTER,NEW,ACTIVE
INV0000608,CSN900608,CMP046,Start Valve,ESN700012,2021-06-24,2023-05-12,CENTER,NEW,ACTIVE
INV0000609,CSN900609,CMP047,Exhaust Nozzle,ESN700012,2021-10-21,2023-01-21,CENTER,NEW,ACTIVE
INV0000610,CSN900610,CMP048,Exhaust Mixer,ESN700012,2022-02-12,2023-05-11,CENTER,NEW,ACTIVE
INV0000611,CSN900611,CMP049,Oil Pump,ESN700012,2022-08-28,2023-02-22,CENTER,NEW,ACTIVE
INV0000612,CSN900612,CMP050,Scavenge Pump,ESN700012,2022-08-05,2023-06-13,CENTER,NEW,ACTIVE
INV0000613,CSN900613,CMP051,Oil Filter,ESN700012,2022-06-06,2023-04-14,CENTER,NEW,ACTIVE
INV0000614,CSN900614,CMP052,Oil Pressure Transmitter,ESN700012,2022-04-10,2023-06-21,CENTER,NEW,ACTIVE
INV0000615,CSN900615,CMP053,Oil Temperature Sensor,ESN700012,2021-07-21,2023-04-21,CENTER,NEW,ACTIVE
INV0000616,CSN900616,CMP054,EGT Thermocouple Harness,ESN700012,2021-03-01,2023-03-17,CENTER,NEW,ACTIVE
INV0000617,CSN900617,CMP055,N1 Speed Sensor,ESN700012,2021-04-04,2023-05-15,CENTER,NEW,ACTIVE
INV0000618,CSN900618,CMP056,N2 Speed Sensor,ESN700012,2021-09-10,2023-04-08,CENTER,NEW,ACTIVE
INV0000619,CSN900619,CMP057,Vibration Sensor,ESN700012,2021-08-15,2023-02-06,CENTER,NEW,ACTIVE
INV0000620,CSN900620,CMP058,Chip Detector,ESN700012,2021-05-29,2023-06-25,CENTER,NEW,ACTIVE
INV0000621,CSN900621,CMP059,Accessory Gearbox,ESN700012,2022-10-01,2023-03-25,CENTER,NEW,ACTIVE
INV0000622,CSN900622,CMP060,Starter,ESN700012,2021-08-24,2023-05-20,CENTER,NEW,ACTIVE
INV0000623,CSN900623,CMP061,Integrated Drive Generator (IDG) Drive Pad,ESN700012,2022-04-03,2023-03-10,CENTER,NEW,ACTIVE
INV0000624,CSN900624,CMP062,Hydraulic Pump Drive Pad,ESN700012,2021-03-19,2023-03-06,CENTER,NEW,ACTIVE
INV0000625,CSN900625,CMP001,Fan Disk,ESN700013,2021-08-01,2023-04-27,CENTER,NEW,ACTIVE
INV0000626,CSN900626,CMP002,Fan Shaft,ESN700013,2022-01-06,2023-03-22,CENTER,NEW,ACTIVE
INV0000627,CSN900627,CMP005,Fan Case,ESN700013,2022-05-17,2023-01-20,CENTER,NEW,ACTIVE
INV0000628,CSN900628,CMP006,Spinner Cone,ESN700013,2022-06-04,2023-03-13,CENTER,NEW,ACTIVE
INV0000629,CSN900629,CMP007,Booster Rotor,ESN700013,2021-07-13,2023-05-10,CENTER,NEW,ACTIVE
INV0000630,CSN900630,CMP009,Booster Stator Assembly,ESN700013,2021-08-03,2023-03-21,CENTER,NEW,ACTIVE
INV0000631,CSN900631,CMP010,Booster Case,ESN700013,2021-01-29,2023-04-28,CENTER,NEW,ACTIVE
INV0000632,CSN900632,CMP011,HPC Stage 1 Disk,ESN700013,2021-10-31,2023-06-08,STAGE1,NEW,ACTIVE
INV0000633,CSN900633,CMP012,HPC Stage 2 Disk,ESN700013,2022-10-30,2023-06-28,STAGE2,NEW,ACTIVE
INV0000634,CSN900634,CMP013,HPC Stage 3 Disk,ESN700013,2021-04-10,2023-04-02,STAGE3,NEW,ACTIVE
INV0000635,CSN900635,CMP014,HPC Stage 4 Disk,ESN700013,2021-02-03,2023-01-30,STAGE4,NEW,ACTIVE
INV0000636,CSN900636,CMP015,HPC Stage 5 Disk,ESN700013,2022-12-20,2023-02-14,STAGE5,NEW,ACTIVE
INV0000637,CSN900637,CMP016,HPC Rotor Shaft,ESN700013,2021-11-09,2023-02-12,CENTER,NEW,ACTIVE
INV0000638,CSN900638,CMP018,Variable Stator Vane Assembly,ESN700013,2021-09-09,2023-06-08,CENTER,NEW,ACTIVE
INV0000639,CSN900639,CMP019,HPC Case,ESN700013,2022-03-07,2023-03-01,CENTER,NEW,ACTIVE
INV0000640,CSN900640,CMP020,Combustor Liner,ESN700013,2022-09-04,2023-02-07,CENTER,NEW,ACTIVE
INV0000641,CSN900641,CMP022,Dome Assembly,ESN700013,2022-07-12,2023-06-20,CENTER,NEW,ACTIVE
INV0000642,CSN900642,CMP024,HPT Stage 1 Disk,ESN700013,2022-08-15,2023-05-25,STAGE1,NEW,ACTIVE
INV0000643,CSN900643,CMP025,HPT Stage 2 Disk,ESN700013,2022-09-07,2023-06-25,STAGE2,NEW,ACTIVE
INV0000644,CSN900644,CMP028,HPT Shroud,ESN700013,2021-11-05,2023-01-09,CENTER,NEW,ACTIVE
INV0000645,CSN900645,CMP029,LPT Shaft,ESN700013,2021-08-23,2023-02-04,CENTER,NEW,ACTIVE
INV0000646,CSN900646,CMP030,LPT Stage 1 Disk,ESN700013,2022-10-02,2023-01-17,STAGE1,NEW,ACTIVE
INV0000647,CSN900647,CMP031,LPT Stage 2 Disk,ESN700013,2021-05-02,2023-02-14,STAGE2,NEW,ACTIVE
INV0000648,CSN900648,CMP034,Turbine Rear Frame,ESN700013,2022-11-18,2023-01-09,CENTER,NEW,ACTIVE
INV0000649,CSN900649,CMP035,Fuel Pump,ESN700013,2021-05-06,2023-02-23,CENTER,NEW,ACTIVE
INV0000650,CSN900650,CMP036,Hydromechanical Unit (HMU),ESN700013,2021-01-27,2023-03-12,CENTER,NEW,ACTIVE
INV0000651,CSN900651,CMP037,Fuel Filter,ESN700013,2021-09-28,2023-02-22,CENTER,NEW,ACTIVE
INV0000652,CSN900652,CMP038,Fuel Shutoff Valve,ESN700013,2021-09-16,2023-03-15,CENTER,NEW,ACTIVE
INV0000653,CSN900653,CMP039,Fuel Manifold,ESN700013,2022-09-11,2023-02-25,CENTER,NEW,ACTIVE
INV0000654,CSN900654,CMP040,Ignition Exciter,ESN700013,2022-04-21,2023-01-12,CENTER,NEW,ACTIVE
INV0000655,CSN900655,CMP041,Igniter Plug A,ESN700013,2021-09-04,2023-05-29,A,NEW,ACTIVE
INV0000656,CSN900656,CMP042,Igniter Plug B,ESN700013,2021-03-04,2023-06-04,B,NEW,ACTIVE
INV0000657,CSN900657,CMP043,Variable Bleed Valve (VBV),ESN700013,2022-05-11,2023-01-28,CENTER,NEW,ACTIVE
INV0000658,CSN900658,CMP044,VBV Actuator,ESN700013,2021-07-17,2023-01-15,CENTER,NEW,ACTIVE
INV0000659,CSN900659,CMP045,High Stage Bleed Valve,ESN700013,2021-07-19,2023-04-23,CENTER,NEW,ACTIVE
INV0000660,CSN900660,CMP046,Start Valve,ESN700013,2022-09-02,2023-04-11,CENTER,NEW,ACTIVE
INV0000661,CSN900661,CMP047,Exhaust Nozzle,ESN700013,2021-05-11,2023-02-28,CENTER,NEW,ACTIVE
INV0000662,CSN900662,CMP048,Exhaust Mixer,ESN700013,2021-06-26,2023-05-30,CENTER,NEW,ACTIVE
INV0000663,CSN900663,CMP049,Oil Pump,ESN700013,2021-07-15,2023-04-21,CENTER,NEW,ACTIVE
INV0000664,CSN900664,CMP050,Scavenge Pump,ESN700013,2022-06-01,2023-03-02,CENTER,NEW,ACTIVE
INV0000665,CSN900665,CMP051,Oil Filter,ESN700013,2021-03-08,2023-03-25,CENTER,NEW,ACTIVE
INV0000666,CSN900666,CMP052,Oil Pressure Transmitter,ESN700013,2022-05-08,2023-05-05,CENTER,NEW,ACTIVE
INV0000667,CSN900667,CMP053,Oil Temperature Sensor,ESN700013,2022-12-05,2023-01-11,CENTER,NEW,ACTIVE
INV0000668,CSN900668,CMP054,EGT Thermocouple Harness,ESN700013,2022-11-19,2023-03-18,CENTER,NEW,ACTIVE
INV0000669,CSN900669,CMP055,N1 Speed Sensor,ESN700013,2022-11-06,2023-01-27,CENTER,NEW,ACTIVE
INV0000670,CSN900670,CMP056,N2 Speed Sensor,ESN700013,2022-10-03,2023-01-26,CENTER,NEW,ACTIVE
INV0000671,CSN900671,CMP057,Vibration Sensor,ESN700013,2021-08-26,2023-04-21,CENTER,NEW,ACTIVE
INV0000672,CSN900672,CMP058,Chip Detector,ESN700013,2022-10-24,2023-03-15,CENTER,NEW,ACTIVE
INV0000673,CSN900673,CMP059,Accessory Gearbox,ESN700013,2021-02-24,2023-06-25,CENTER,NEW,ACTIVE
INV0000674,CSN900674,CMP060,Starter,ESN700013,2021-04-22,2023-03-18,CENTER,NEW,ACTIVE
INV0000675,CSN900675,CMP061,Integrated Drive Generator (IDG) Drive Pad,ESN700013,2022-09-28,2023-06-23,CENTER,NEW,ACTIVE
INV0000676,CSN900676,CMP062,Hydraulic Pump Drive Pad,ESN700013,2022-04-10,2023-03-02,CENTER,NEW,ACTIVE
INV0000677,CSN900677,CMP001,Fan Disk,ESN700014,2022-03-05,2023-03-09,CENTER,NEW,ACTIVE
INV0000678,CSN900678,CMP002,Fan Shaft,ESN700014,2022-03-14,2023-03-21,CENTER,NEW,ACTIVE
INV0000679,CSN900679,CMP005,Fan Case,ESN700014,2022-03-16,2023-02-09,CENTER,NEW,ACTIVE
INV0000680,CSN900680,CMP006,Spinner Cone,ESN700014,2022-02-01,2023-01-12,CENTER,NEW,ACTIVE
INV0000681,CSN900681,CMP007,Booster Rotor,ESN700014,2021-07-13,2023-06-28,CENTER,NEW,ACTIVE
INV0000682,CSN900682,CMP009,Booster Stator Assembly,ESN700014,2022-07-23,2023-06-06,CENTER,NEW,ACTIVE
INV0000683,CSN900683,CMP010,Booster Case,ESN700014,2021-02-26,2023-05-28,CENTER,NEW,ACTIVE
INV0000684,CSN900684,CMP011,HPC Stage 1 Disk,ESN700014,2022-06-21,2023-01-20,STAGE1,NEW,ACTIVE
INV0000685,CSN900685,CMP012,HPC Stage 2 Disk,ESN700014,2022-04-14,2023-05-15,STAGE2,NEW,ACTIVE
INV0000686,CSN900686,CMP013,HPC Stage 3 Disk,ESN700014,2021-01-21,2023-06-24,STAGE3,NEW,ACTIVE
INV0000687,CSN900687,CMP014,HPC Stage 4 Disk,ESN700014,2022-08-17,2023-04-23,STAGE4,NEW,ACTIVE
INV0000688,CSN900688,CMP015,HPC Stage 5 Disk,ESN700014,2021-09-16,2023-02-02,STAGE5,NEW,ACTIVE
INV0000689,CSN900689,CMP016,HPC Rotor Shaft,ESN700014,2022-11-15,2023-06-13,CENTER,NEW,ACTIVE
INV0000690,CSN900690,CMP018,Variable Stator Vane Assembly,ESN700014,2021-10-09,2023-06-27,CENTER,NEW,ACTIVE
INV0000691,CSN900691,CMP019,HPC Case,ESN700014,2022-05-24,2023-05-06,CENTER,NEW,ACTIVE
INV0000692,CSN900692,CMP020,Combustor Liner,ESN700014,2022-09-01,2023-04-26,CENTER,NEW,ACTIVE
INV0000693,CSN900693,CMP022,Dome Assembly,ESN700014,2022-07-24,2023-03-13,CENTER,NEW,ACTIVE
INV0000694,CSN900694,CMP024,HPT Stage 1 Disk,ESN700014,2022-07-05,2023-01-19,STAGE1,NEW,ACTIVE
INV0000695,CSN900695,CMP025,HPT Stage 2 Disk,ESN700014,2022-08-18,2023-02-12,STAGE2,NEW,ACTIVE
INV0000696,CSN900696,CMP028,HPT Shroud,ESN700014,2021-02-17,2023-02-23,CENTER,NEW,ACTIVE
INV0000697,CSN900697,CMP029,LPT Shaft,ESN700014,2021-01-28,2023-03-03,CENTER,NEW,ACTIVE
INV0000698,CSN900698,CMP030,LPT Stage 1 Disk,ESN700014,2021-05-31,2023-03-28,STAGE1,NEW,ACTIVE
INV0000699,CSN900699,CMP031,LPT Stage 2 Disk,ESN700014,2021-07-02,2023-02-03,STAGE2,NEW,ACTIVE
INV0000700,CSN900700,CMP034,Turbine Rear Frame,ESN700014,2021-05-16,2023-02-20,CENTER,NEW,ACTIVE
INV0000701,CSN900701,CMP035,Fuel Pump,ESN700014,2021-01-30,2023-03-06,CENTER,NEW,ACTIVE
INV0000702,CSN900702,CMP036,Hydromechanical Unit (HMU),ESN700014,2022-09-01,2023-02-23,CENTER,NEW,ACTIVE
INV0000703,CSN900703,CMP037,Fuel Filter,ESN700014,2022-04-03,2023-01-17,CENTER,NEW,ACTIVE
INV0000704,CSN900704,CMP038,Fuel Shutoff Valve,ESN700014,2022-04-11,2023-05-11,CENTER,NEW,ACTIVE
INV0000705,CSN900705,CMP039,Fuel Manifold,ESN700014,2021-06-25,2023-04-25,CENTER,NEW,ACTIVE
